x-dis,y-dis,z-dis,HOMO-5,HOMO-4,HOMO-3,HOMO-2,HOMO-1,HOMO,LUMO,LUMO+1,LUMO+2,LUMO+3,LUMO+4,LUMO+5,EXC1,EXC2,EXC3,EXC4,EXC5,EXC6,EXC7,EXC8,EXC9,EXC10,PROB1,PROB2,PROB3,PROB4,PROB5,PROB6,PROB7,PROB8,PROB9,PROB10
1.0,0.0,3.5,-6.2956879586699985,-6.0653412199600005,-5.915012986740002,-5.47554929746,-4.5666411696399996,-4.25497797505,-2.280260197391,-2.123342893166,-0.8389211189920001,-0.682842176434,-0.364588822411,-0.13785882110220002,1.5135,1.6443,1.989,2.0252,2.6888,2.8480000000000003,2.8886,3.0017,3.1913,3.2982,1.0230000000000001e-07,0.0020445056,0.0533593972,9.83e-08,0.0009731402,1.673e-07,2.158e-07,2.601e-07,1.539e-07,2.74548e-05
1.1,0.0,3.5,-6.2574269934,-6.10321035115,-5.890281181510002,-5.50131510929,-4.53374071227,-4.28802264913,-2.234042279227,-2.169632647578,-0.7996269634429999,-0.7255499142980001,-0.32829627917899995,-0.1743794172109,1.5836,1.6391,1.9572,1.994,2.7592,2.8301,2.9511,3.0035,3.2002,3.2368,8.57e-08,0.0027860784,1.23e-07,0.052561267,0.0010966396000000002,1.882e-07,8.3957e-06,3.607e-07,1.305e-07,2.92114e-05
1.2,0.0,3.5,-6.218458549930001,-6.1416100909899995,-5.864863666640002,-5.52788907891,-4.49996134929,-4.32198160273,-2.2161011762890004,-2.187861367615,-0.7675319427930001,-0.761656880556,-0.291332992192,-0.21144172393520003,1.6335,1.6405,1.9021,1.9992,2.8122,2.8280000000000003,2.9976,3.0044,3.188,3.2093,0.0035343892,6.13e-08,1.525e-07,0.0517138025,2.056e-07,0.0012951368,3.59095e-05,4.611e-07,7.99016e-05,9.720000000000001e-08
1.3,0.0,3.5,-6.18000983083,-6.1793594951,-5.838431192660001,-5.554882093310001,-4.46520512218,-4.3562153844,-2.261790934766,-2.142522082954,-0.8076720790049999,-0.726027462083,-0.25403912241070004,-0.2483041136466,1.6277,1.6596,1.8840000000000001,2.004,2.7949,2.8905,3.0011,3.0051,3.1611,3.2089999999999996,0.0042302506,4.3300000000000004e-08,1.813e-07,0.0508551375,2.213e-07,0.0016620207,3.4159400000000004e-05,5.479e-07,0.0003826611,8.438209999999999e-05
1.4,0.0,3.5,-6.21775923494,-6.14093254456,-5.81143817826,-5.581967624090001,-4.43010604025,-4.390215154050002,-2.305755534863,-2.099218702867,-0.8448903302509999,-0.693873938428,-0.284347733395,-0.2173292486728,1.6222,1.6271,1.9168,2.0077,2.7791,2.9319,2.9632,3.0062,3.1287,3.2217,0.0048249255,5.92e-08,1.8219999999999998e-07,0.050039459800000005,2.339e-07,0.0022245498,8.437889999999999e-05,6.153000000000001e-07,0.000199675,1.487e-07
1.5,0.0,3.5,-6.25449640101,-6.103681096259999,-5.7846138701999985,-5.60904227059,-4.42391288493,-4.39545049273,-2.3477130737279994,-2.058974349674,-0.8787366315530001,-0.666012630591,-0.31957307297299997,-0.1819245905818,1.5689,1.6173,1.9743,2.0098,2.7648,2.898,2.9434,3.0085,3.1289999999999996,3.2226,8.339999999999999e-08,0.005307182099999999,1.779e-07,0.0492968162,2.438e-07,0.0005493608,0.0023416882000000003,6.612999999999999e-07,8.111900000000001e-06,2.584e-07
1.6,0.0,3.5,-6.28979684212,-6.068250043790001,-5.75800724774,-5.63578766762,-4.45679973695,-4.3615704501599994,-2.386749543948,-2.022739221019,-0.908238200386,-0.643201356567,-0.353339374817,-0.1484330623864,1.5043,1.6134,2.0097,2.0371,2.7528,2.8388,2.9087,3.0124,3.0562,3.1662,1.043e-07,0.0056413303000000005,0.048599329000000004,1.834e-07,2.5550000000000003e-07,0.0004102169,0.0027380465000000002,6.83e-07,1.2367e-06,0.0002514076
1.7,0.0,3.5,-6.32328777168,-6.0353087703699995,-5.731901302160001,-5.662026945630001,-4.48857367134,-4.32893121551,-2.4221920249120004,-1.991408004718,-0.932717218213,-0.62593861638,-0.38527439655100004,-0.11753868666319997,1.4405,1.6108,2.0071,2.0981,2.7434,2.7803,2.864,2.9939999999999998,3.0185,3.2089999999999996,1.222e-07,0.0058103758,0.0479941904,1.927e-07,2.559e-07,0.0004325461,0.0030394352,1.3366e-06,6.725e-07,7.328e-07
1.8,0.0,3.5,-6.3545746345400005,-6.005466795680001,-5.70650283478,-5.68761044577,-4.518981628590001,-4.297962717840001,-2.453479431986,-1.965701240107,-0.9516996746400002,-0.614396925868,-0.415000181552,-0.08984486068469999,1.3805,1.6099,2.0018,2.1541,2.7254,2.7372,2.8209,2.9368,3.0269,3.1944,1.384e-07,0.0057968576,0.047491060099999996,2.114e-07,0.0004944665,2.53e-07,0.0034305690999999997,1.3783000000000002e-06,6.345e-07,8.874e-07
1.9,0.0,3.5,-6.383336344440001,-5.979227517669999,-5.7124238831000005,-5.68199415729,-4.54781136524,-4.26911665477,-2.4800868707670003,-1.946105182395,-0.96490230628,-0.608447850527,-0.442167072325,-0.0658645605673,1.3264,1.6108,1.9937,2.2034,2.6754,2.7345,2.7832,2.8864,3.0375,3.1755,1.517e-07,0.0055868261,0.0471555041,2.286e-07,0.0005782606,2.458e-07,0.0038859875,1.3741e-06,5.64e-07,1.0348e-06
2.0,0.0,3.5,-6.40933072615,-5.9570644025199995,-5.736369299100001,-5.65850315998,-4.57484519569,-4.24273588112,-2.501572439487,-1.932931394097,-0.972321031528,-0.6077692156689999,-0.4664798327750001,-0.046037293537400006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.1,0.0,3.5,-6.432304720160001,-5.93934479468,-5.75941404093,-5.636141406719999,-4.59996067179,-4.21920678883,-2.517509202263,-1.926126270134,-0.974165100667,-0.6118051066929999,-0.487645131556,-0.030675656116600006,1.2403,1.6183,1.9711,2.2788,2.5937,2.7292,2.7408,2.8101,3.0618,3.1295,1.737e-07,0.0045130438,0.0471963304,2.732e-07,0.0007850089999999999,0.0047785277,2.15e-07,1.2589e-06,3.335e-07,1.1953e-06
2.2,0.0,3.5,-6.452007988029998,-5.926338080080002,-5.78152273468,-5.61495243463,-4.6229945293400005,-4.198776995269999,-2.527621514704,-1.925460424305,-0.970872605967,-0.619934847532,-0.5053775284249999,-0.019930292182240003,1.2103,1.6247,1.9583,2.3042,2.5632,2.7136,2.7502,2.7856,3.0719,3.1049,1.8149999999999998e-07,0.0036405576,0.0476940807,2.937e-07,0.0008939964,0.0051024227,1.869e-07,1.1591e-06,2.223e-07,1.1924e-06
