x-dis,y-dis,z-dis,HOMO-5,HOMO-4,HOMO-3,HOMO-2,HOMO-1,HOMO,LUMO,LUMO+1,LUMO+2,LUMO+3,LUMO+4,LUMO+5,EXC1,EXC2,EXC3,EXC4,EXC5,EXC6,EXC7,EXC8,EXC9,EXC10,PROB1,PROB2,PROB3,PROB4,PROB5,PROB6,PROB7,PROB8,PROB9,PROB10
2.4,1.6,3.6,-6.4097769816299985,-6.09595597853,-5.763784079350001,-5.74130532008,-4.5000457024600005,-4.4426637783,-2.453116441248,-2.0803094432230003,-0.92673657846,-0.7214767446149999,-0.32443099924400004,-0.297193088544,1.5525,1.6231,2.031,2.0521,2.7891,2.8092,2.9936,3.0361,3.053,3.2211,1.26e-07,0.0187829576,0.0496340843,2.136e-07,0.0019360545000000002,5.933e-07,0.0008547947999999999,1.1208e-06,1.1107e-06,2.3170000000000002e-07
2.4,2.4,3.6,-6.3836411042800005,-6.19703556582,-5.80996335832,-5.742067219680001,-4.568407144069999,-4.426848919459999,-2.443143447591,-2.139183874278,-0.934400200008,-0.763425303949,-0.43725418044,-0.2439475717338,1.5986,1.6876,1.9558,2.0853,2.8053,2.8753,2.9911,3.0574,3.1307,3.2085,0.0439008055,8.310000000000001e-08,2.635e-07,0.0420962143,5.515e-07,0.0023259217,1.6691e-06,0.0018887926999999998,4.396e-07,0.0034446411
2.4,3.2,3.6,-6.368501070800001,-6.28208532974,-5.85175627245,-5.762861636619999,-4.624853020150001,-4.4296788322600005,-2.437951101817,-2.1980999377040003,-0.946019168908,-0.8056560382419999,-0.45974382399,-0.289144163484,1.6336,1.7466,1.9397,2.0837,2.8404,2.923,3.0012,3.0645,3.1794,3.208,0.0638181498,3.71e-08,3.2649999999999997e-07,0.0377374487,3.9899999999999996e-07,0.0011580388,2.1423e-06,0.0014775721,1.625e-07,0.005933262900000001
2.4,4.0,3.6,-6.368468417960001,-6.337546178479999,-5.87179151086,-5.808915746369999,-4.62880129272,-4.4850444435500005,-2.4261607055070002,-2.26724722433,-0.952218310582,-0.8534472790800001,-0.4478317958510001,-0.361080274753,1.7074,1.7812,1.9453,2.0271,2.9014,2.9494,3.0545,3.0801,3.2153,3.2296,0.0598689209,1.29e-08,3.514e-07,0.0423249865,2.088e-07,0.0002836642,1.8936000000000002e-06,0.0006706191,1.209e-06,1.2292e-06
3.2,0.0,3.6,-6.394715859180001,-6.068258207,-5.92944282095,-5.519282334500001,-4.67500778239,-4.2316502419400015,-2.323380993681,-2.16674178281,-0.8089504376910001,-0.798547787081,-0.4408808225359999,-0.15260304774,1.4712,1.6428,2.0133,2.1203,2.6911,2.8525,2.923,2.9271,3.0555,3.1632,1.499e-07,0.0071756087,0.0503997437,2.223e-07,3.75569e-05,6.03e-08,0.0013082232000000001,1.0541e-06,1.6100000000000002e-08,1.2909e-06
3.2,0.8,3.6,-6.3899730341700005,-6.098222629840001,-5.884716593359999,-5.594163459830001,-4.61931836377,-4.30046882331,-2.314895608993,-2.191574539737,-0.8337257800410001,-0.7849715525300001,-0.397003024572,-0.2128340410328,1.5467,1.676,1.9824,2.0498,2.7752,2.8984,2.9606,2.9969,3.1017,3.1605,1.377e-07,0.0077396955,0.054498705,2.584e-07,0.0001396626,2.7799999999999997e-08,7.626999999999999e-07,0.0014658317000000001,7.243000000000001e-07,1.2414e-06
3.2,1.6,3.6,-6.37960031533,-6.164178645569999,-5.7837839438500005,-5.74440733988,-4.5016756233900015,-4.450835151510001,-2.3128975272920003,-2.237134775282,-0.8776735095039999,-0.782671432059,-0.332902778582,-0.314268891222,1.6821,1.7038,1.9281,1.9488,2.9191,2.9408,3.0099,3.0336,3.1471,3.1772,1.182e-07,0.0005726516000000001,3.588e-07,0.0663977229,0.0002424741,4.58e-08,2.92e-08,0.0035228747,2.3225e-06,0.0023273744
3.2,2.4,3.6,-6.36883848348,-6.238099233190002,-5.85902152935,-5.71154769856,-4.5790546909800005,-4.42373873645,-2.337565931591,-2.266233081541,-0.892919936821,-0.82449781535,-0.411882379546,-0.28322393148499997,1.6773,1.7198,1.9205,1.9876,2.8782,2.9339,3.0083,3.0493,3.1492,3.2065,0.0205559125,2.051e-07,3.311e-07,0.0572408192,3.715e-07,0.0008092577,0.0017155057,4.748e-07,0.0031053728,2.516e-07
3.2,3.2,3.6,-6.363592260520001,-6.30130424715,-5.9055926424,-5.721803411390001,-4.6334597645599995,-4.4301250877400005,-2.3689727936380005,-2.285182885128,-0.8853801239579999,-0.8835447622429999,-0.43462644314099996,-0.320404631965,1.6902,1.7406,1.9467,2.0131,2.8704,2.9346,3.0408,3.0481,3.1754,3.2207,0.0448478868,1.9039999999999998e-07,3.27e-07,0.048787858499999996,4.128e-07,0.0004018106,0.00083702,1.3535e-06,0.0035830684999999998,4.222e-07
3.2,4.0,3.6,-6.36803032569,-6.34503456312,-5.90749194926,-5.780981241750001,-4.63265432784,-4.487879798490001,-2.3884504848050003,-2.31454758414,-0.929263091955,-0.8855646125040001,-0.436036229508,-0.376800984571,1.743,1.7828,1.9492,1.9912,2.9122,2.9559,3.0754,3.0792,3.2183,3.2252,0.045534863099999996,8.25e-08,3.85e-07,0.052344982000000005,2.1649999999999999e-07,8.35452e-05,1.4873e-06,0.00044615540000000003,0.0051964743,2.2625999999999997e-06
4.0,0.0,3.6,-6.278267668530001,-6.17517721051,-5.9627895338,-5.547535204310001,-4.54080460999,-4.39231309902,-2.4038618089640003,-2.102888609976,-0.871566612103,-0.761150761536,-0.3473772383400001,-0.2463478275808,1.5927,1.6749,1.9469999999999998,2.0757,2.6719,2.9533,3.0291,3.0329,3.1792,3.264,0.012994696399999998,4.6799999999999996e-08,4.031e-07,0.0444088179,4.2439999999999996e-07,0.0029249946000000004,1.3741e-06,0.0004222582,0.0006025486,3.9116e-06
4.0,0.8,3.6,-6.287040398210001,-6.196578426059999,-5.907696029509999,-5.61282727896,-4.5234550676700005,-4.41922992346,-2.408319193731,-2.111437123488,-0.8997879175010001,-0.746243651648,-0.342744888772,-0.279589670393,1.6192,1.6675,1.959,2.0601,2.7285,2.9685,3.0156,3.0284,3.1605,3.1742,0.0226501127,8.42e-08,3.832e-07,0.0463893503,3.947e-07,0.0012813413,0.0011545601,1.5828e-06,7.129000000000001e-07,0.0005040384
4.0,1.6,3.6,-6.304686537159999,-6.24448286341,-5.791849195329998,-5.7558521603,-4.487262115600001,-4.48220908861,-2.4150084001120002,-2.142783033567,-0.946903244551,-0.7403092700849999,-0.33621568130699997,-0.331842377603,1.6528,1.6722,1.9824,2.0114,2.8555,2.8833,3.0282,3.0335,3.1865,3.1868,2.609e-07,0.029279007000000003,3.132e-07,0.0510780507,1.933e-07,0.0005239715,0.0002596082,1.3472e-06,4.416e-07,0.0014807420000000002
4.0,2.4,3.6,-6.323442872669999,-6.292689339530001,-5.87234388807,-5.717283714120001,-4.53977604553,-4.476029538640001,-2.413924597931,-2.20060005682,-0.955105365852,-0.7831451703460001,-0.37312617953599997,-0.333773520982,1.666,1.7177,1.9628,1.9882,2.826,2.9474,3.0323,3.0382,3.1768,3.2119999999999997,4.222e-07,0.017551445500000002,0.06408380059999999,2.727e-07,0.0003908798,3.8100000000000004e-08,9.18e-08,0.0001076795,1.8622e-06,0.0106269488
4.0,3.2,3.6,-6.342482199459998,-6.3306074499800005,-5.91751637114,-5.72772173864,-4.571824807990001,-4.50159399129,-2.4020659027640003,-2.266978654721,-0.928542824726,-0.8529803434679999,-0.397138261751,-0.363285701988,1.719,1.7592,1.9407,1.9736,2.8555,2.9534,3.0613,3.089,3.2155,3.2194,3.712e-07,0.005772944499999999,0.07918796,2.981e-07,0.0002253152,8.29e-08,7.58e-08,4.449520000000001e-05,1.744e-07,0.0117029225
4.0,4.0,3.6,-6.3612358139000005,-6.357959645619999,-5.914476935950001,-5.7848478822199985,-4.58623831578,-4.54156378852,-2.390590878467,-2.323851738791,-0.9113113768440001,-0.9100673036399999,-0.416957175096,-0.400643816232,1.7806,1.7976,1.9359,1.9568,2.9186,2.9566,3.0926,3.115,3.2361,3.237,1.831e-07,0.0012954575,0.08752532800000001,3.972e-07,8.969389999999999e-05,7.89e-08,1.6440000000000002e-07,0.00020205220000000002,0.014296421799999999,8.33e-07
