x-dis,y-dis,z-dis,HOMO-1,HOMO,LUMO,LUMO+1,EXC1,EXC2,EXC3,EXC4,EXC5,EXC6,EXC7,EXC8,EXC9,EXC10,PROB1,PROB2,PROB3,PROB4,PROB5,PROB6,PROB7,PROB8,PROB9,PROB10
0.2,1.4,3.5,-4.52718837571,-4.3499841341000005,-2.485369556065,-1.995098864066,1.4136,1.589,2.029,2.1378,2.6397,2.8069,2.8578,2.9124,2.9965,3.2044,1.372e-07,0.0083160624,0.053345611200000004,1.1439999999999999e-07,0.0005333041,2.2320000000000001e-07,0.00031858959999999997,2.5087000000000002e-06,4.2200000000000005e-07,1.8399999999999998e-07
0.2,1.6,3.5,-4.482775071170001,-4.408639519019999,-2.4764104330900003,-2.021925893196,1.4818,1.5647,2.0501,2.077,2.7105,2.7713,2.9263,2.9557,2.9871,3.2274,1.259e-07,0.0116621524,0.0509590043,1.324e-07,0.0007131077000000001,2.682e-07,0.0003775171,2.4149e-06,5.965999999999999e-07,1.9260000000000002e-07
0.2,1.8,3.5,-4.4642908426600005,-4.4424433716300005,-2.469187624882,-2.045966818753,1.5427,1.544,2.0245,2.073,2.7382,2.775,2.9728,2.9794,2.9947,3.2186,0.0163663447,2.17e-07,1.487e-07,0.0480964708,3.2159999999999997e-07,0.0008646331,7.549e-07,0.00046293559999999997,2.1143000000000002e-06,0.0010307706
0.2,2.0,3.5,-4.515204783430001,-4.408236800660001,-2.46381460006,-2.067058648644,1.5255,1.5975,1.983,2.0961,2.7101,2.8309,2.9568,3.0076,3.0275,3.1916,0.0225516284,9.73e-08,1.68e-07,0.0450237659,3.7869999999999997e-07,0.0009301083999999999,9.546e-07,0.0005899538,1.5804e-06,0.0007265692999999999
0.2,2.2,3.5,-4.559922847809999,-4.381461471860002,-2.4599751702899995,-2.085527367055,1.5149,1.6407,1.9538,2.1177,2.6889,2.8766,2.9417,3.0089,3.0535,3.1846,0.0300686794,8.1e-08,1.8800000000000002e-07,0.04204665690000001,4.378e-07,0.0008603972,1.1681e-06,0.0007355139999999999,9.824e-07,0.0018725404000000001
0.2,2.4,3.5,-4.59759061982,-4.36287928483,-2.457358589378,-2.102145213652,1.5115,1.673,1.9369999999999998,2.1359,2.6758,2.9117,2.9294,2.9975,3.0735,3.1815,0.0385248958,6.559999999999999e-08,2.055e-07,0.039391813399999996,4.973e-07,0.0006383558999999999,1.4082e-06,0.000886031,4.878e-07,0.0038721709
0.2,2.6,3.5,-4.627571369080001,-4.352509287059999,-2.4553327527630002,-2.1177331352540003,1.5152,1.6956,1.9308,2.149,2.6715,2.9213,2.9362,2.9876,3.0898,3.1803,0.047332521600000003,5.37e-08,2.1800000000000002e-07,0.037182389100000005,5.523e-07,1.6764e-06,0.0003044342,0.0010467378,1.9629999999999998e-07,0.005315654699999999
0.2,2.8,3.5,-4.6498188374,-4.3501011401100005,-2.453497663155,-2.133295206691,1.5255,1.7111,1.9316,2.1557,2.676,2.9182,2.9491,2.9868,3.1053,3.1837,0.0558032017,4.58e-08,2.2489999999999998e-07,0.0354333016,5.985e-07,1.9631e-06,5.2151800000000004e-05,0.0010887153,7.49e-08,0.0062302207
0.2,3.0,3.5,-4.664692206020002,-4.35481947549,-2.4515423022530003,-2.149540810912,1.5411,1.7224,1.9357,2.1552,2.6882,2.9205,2.9528,2.9954,3.1215,3.1908,0.0632847601,4.0199999999999996e-08,2.279e-07,0.0340847521,6.31e-07,2.2527e-06,6.21364e-05,0.0008724231,4.24e-08,0.006799684300000001
0.2,3.2,3.5,-4.6729642588199996,-4.36557858627,-2.449223678506,-2.1668579724990003,1.5609,1.7319,1.9406,2.1475,2.707,2.928,2.9542,3.0072,3.139,3.2001,0.0692286633,3.5099999999999997e-08,2.294e-07,0.0331020925,6.456e-07,2.5278e-06,8.05093e-05,0.0006665974,3.92e-08,0.0071395547
