x-dis,y-dis,z-dis,HOMO-5,HOMO-4,HOMO-3,HOMO-2,HOMO-1,HOMO,LUMO,LUMO+1,LUMO+2,LUMO+3,LUMO+4,LUMO+5,EXC1,EXC2,EXC3,EXC4,EXC5,EXC6,EXC7,EXC8,EXC9,EXC10,PROB1,PROB2,PROB3,PROB4,PROB5,PROB6,PROB7,PROB8,PROB9,PROB10
0.0,0.0,6.7,-6.301374994969999,-6.1367230492700005,-5.77003437714,-5.667504459540001,-4.50983611232,-4.3868328640400005,-2.8515289800800003,-2.7282454615900003,-1.1866741370990002,-1.085067750657,-0.590404707464,-0.460296745414,1.1782,1.4063,1.4245,1.4507,2.3936,2.4145,2.4666,2.6883,2.8526,2.8749,3.7394e-06,0.0001551235,3.3504e-06,0.2063293632,0.0001014118,0.0001524083,8.33e-08,4.1270000000000004e-07,8.717000000000001e-07,0.0020168508
